"","Order_Number","Sex","Age","Age_Group","Price","Monthly_Install","Delivery","CB","CB_Class","SP","SP_Class","Payment","Previous_Contracts","Periods","Overdue","default","Previous_Contracts_YN"
"3476",558126,"Female",43,"40s",2454000,245400,"Install",4,"CB.Class 2",1,"SP.Class 1","creditCard",0,6,0,"No","No"
"3477",558059,"Female",38,"30s",2574000,257400,"Install",5,"CB.Class 2",3,"SP.Class 2","creditCard",0,6,0,"No","No"
"3478",556926,"Female",38,"30s",2514000,251400,"Install",5,"CB.Class 2",3,"SP.Class 2","creditCard",0,6,0,"No","No"
"3481",561253,"Male",34,"30s",2274000,227400,"Install",6,"CB.Class 2",2,"SP.Class 2","creditCard",0,6,0,"No","No"
"3482",558506,"Male",34,"30s",3174000,317400,"Install",6,"CB.Class 2",2,"SP.Class 2","creditCard",0,6,0,"No","No"
"3483",556890,"Female",49,"40s",1854000,216300,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"3484",556866,"Female",51,"50s",2454000,245400,"Install",6,"CB.Class 2",4,"SP.Class 2","creditCard",0,6,0,"No","No"
"3485",558465,"Female",45,"40s",2454000,245400,"Install",6,"CB.Class 2",1,"SP.Class 1","creditCard",0,6,0,"No","No"
"3486",556831,"Female",45,"40s",1854000,216300,"Install",6,"CB.Class 2",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"3487",557946,"Female",59,"50s",1854000,216300,"Install",2,"CB.Class 1",2,"SP.Class 2","creditCard",0,7,0,"No","No"
"3488",556794,"Female",59,"50s",2454000,245400,"Install",2,"CB.Class 1",2,"SP.Class 2","creditCard",0,6,0,"No","No"
"3490",558099,"Female",39,"30s",2094000,209400,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,6,0,"No","No"
"3491",556776,"Female",39,"30s",2454000,245400,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,6,0,"No","No"
"3494",556732,"Female",43,"40s",2454000,245400,"Install",4,"CB.Class 2",1,"SP.Class 1","creditCard",0,6,0,"No","No"
"3495",558431,"Female",45,"40s",2274000,227400,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,6,0,"No","No"
"3496",556713,"Female",45,"40s",1674000,167400,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,6,0,"No","No"
"3497",556711,"Female",52,"50s",2454000,286300,"Install",7,"CB.Class 2",4,"SP.Class 2","CMS",0,7,0,"No","No"
"3498",557941,"Female",34,"30s",2574000,300300,"Install",5,"CB.Class 2",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"3499",556702,"Female",34,"30s",2514000,293300,"Install",5,"CB.Class 2",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"3502",558078,"Female",35,"30s",2154000,215400,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,6,0,"No","No"
"3503",556615,"Female",35,"30s",2454000,286300,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"3504",558639,"Female",52,"50s",2874000,287400,"Install",3,"CB.Class 1",1,"SP.Class 1","creditCard",0,6,0,"No","No"
"3505",556606,"Female",52,"50s",2994000,299400,"Install",3,"CB.Class 1",1,"SP.Class 1","creditCard",0,6,0,"No","No"
"3506",556586,"Female",60,"60s",2454000,245400,"Install",5,"CB.Class 2",4,"SP.Class 2","creditCard",0,6,0,"No","No"
"3507",558619,"Female",50,"50s",1794000,179400,"Install",3,"CB.Class 1",3,"SP.Class 2","creditCard",0,6,0,"No","No"
"3508",556572,"Female",50,"50s",3774000,377400,"Install",3,"CB.Class 1",3,"SP.Class 2","creditCard",0,6,0,"No","No"
"3510",556557,"Female",52,"50s",2994000,299400,"Install",4,"CB.Class 2",1,"SP.Class 1","creditCard",0,6,0,"No","No"
"3512",557952,"Female",57,"50s",2274000,227400,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,6,0,"No","No"
"3513",556536,"Female",57,"50s",2454000,245400,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,6,0,"No","No"
"3514",558116,"Female",71,"over 70s",3414000,398300,"Install",6,"CB.Class 2",3,"SP.Class 2","creditCard",0,7,0,"No","No"
"3515",556505,"Female",71,"over 70s",2274000,265300,"Install",6,"CB.Class 2",3,"SP.Class 2","creditCard",0,7,0,"No","No"
"3517",559437,"Male",52,"50s",2454000,245400,"Install",5,"CB.Class 2",4,"SP.Class 2","creditCard",0,6,0,"No","No"
"3518",556496,"Male",52,"50s",2154000,215400,"Install",5,"CB.Class 2",4,"SP.Class 2","creditCard",0,6,0,"No","No"
"3519",557966,"Female",37,"30s",2574000,300300,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"3520",556492,"Female",37,"30s",2514000,293300,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"3521",556474,"Male",50,"50s",4134000,482300,"Install",3,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"3522",556468,"Female",44,"40s",2574000,0,"Install",4,"CB.Class 2",2,"SP.Class 2","creditCard",0,7,7,"Yes","No"
"3524",556453,"Female",42,"40s",1674000,195300,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"3525",556452,"Female",42,"40s",2454000,286300,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"3526",556436,"Female",60,"60s",2454000,286300,"Install",2,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"3528",556379,"Female",44,"40s",2454000,286300,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"3529",556320,"Female",46,"40s",4854000,485400,"Install",6,"CB.Class 2",3,"SP.Class 2","creditCard",0,6,0,"No","No"
"3530",556286,"Female",37,"30s",4854000,566300,"Install",6,"CB.Class 2",4,"SP.Class 2","creditCard",0,7,0,"No","No"
"3531",556248,"Female",51,"50s",2574000,0,"Install",5,"CB.Class 2",3,"SP.Class 2","creditCard",0,7,7,"Yes","No"
"3532",556236,"Female",60,"60s",4854000,566300,"Install",2,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"3533",556192,"Male",62,"60s",2454000,40900,"Install",6,"CB.Class 2",2,"SP.Class 2","CMS",0,7,6,"Yes","No"
"3534",556174,"Female",60,"60s",2574000,257400,"Install",6,"CB.Class 2",2,"SP.Class 2","creditCard",0,6,0,"No","No"
"3537",556149,"Female",41,"40s",2574000,257400,"Install",1,"CB.Class 1",1,"SP.Class 1","CMS",0,6,0,"No","No"
"3538",556146,"Female",41,"40s",2514000,251400,"Install",1,"CB.Class 1",1,"SP.Class 1","CMS",0,6,0,"No","No"
"3539",556445,"Male",39,"30s",2574000,42900,"Install",6,"CB.Class 2",4,"SP.Class 2","creditCard",0,7,6,"Yes","No"
"3540",556145,"Male",39,"30s",2274000,37900,"Install",6,"CB.Class 2",4,"SP.Class 2","creditCard",0,7,6,"Yes","No"
"3543",556132,"Female",40,"40s",2154000,251300,"Install",6,"CB.Class 2",3,"SP.Class 2","creditCard",0,7,0,"No","No"
"3547",556119,"Female",68,"60s",2454000,122700,"Install",5,"CB.Class 2",2,"SP.Class 2","creditCard",1,7,4,"Yes","Yes"
"3548",556081,"Female",68,"60s",2574000,128700,"Install",5,"CB.Class 2",2,"SP.Class 2","creditCard",1,7,4,"Yes","Yes"
"3549",556461,"Female",41,"40s",2574000,257400,"Install",2,"CB.Class 1",1,"SP.Class 1","creditCard",0,6,0,"No","No"
"3550",556460,"Female",41,"40s",2514000,251400,"Install",2,"CB.Class 1",1,"SP.Class 1","creditCard",0,6,0,"No","No"
"3551",556068,"Female",35,"30s",3534000,412300,"Install",5,"CB.Class 2",3,"SP.Class 2","creditCard",0,7,0,"No","No"
"3552",556061,"Female",51,"50s",2454000,245400,"Install",6,"CB.Class 2",3,"SP.Class 2","CMS",0,6,0,"No","No"
"3554",556117,"Male",32,"30s",3534000,412300,"Install",4,"CB.Class 2",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"3555",556059,"Male",32,"30s",3414000,398300,"Install",4,"CB.Class 2",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"3556",556035,"Female",57,"50s",4134000,482300,"Install",4,"CB.Class 2",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"3558",556026,"Male",55,"50s",2274000,265300,"Install",1,"CB.Class 1",1,"SP.Class 1","CMS",0,7,0,"No","No"
"3559",556125,"Female",71,"over 70s",1974000,230300,"Install",4,"CB.Class 2",2,"SP.Class 2","creditCard",0,7,0,"No","No"
"3560",556021,"Female",71,"over 70s",3534000,412300,"Install",4,"CB.Class 2",2,"SP.Class 2","creditCard",0,7,0,"No","No"
"3561",556001,"Female",53,"50s",1674000,195300,"Install",5,"CB.Class 2",3,"SP.Class 2","creditCard",2,7,0,"No","Yes"
"3563",556109,"Male",45,"40s",2994000,299400,"Install",2,"CB.Class 1",2,"SP.Class 2","creditCard",0,6,0,"No","No"
"3564",555996,"Male",45,"40s",3414000,341400,"Install",2,"CB.Class 1",2,"SP.Class 2","creditCard",0,6,0,"No","No"
"3565",556096,"Female",41,"40s",4134000,482300,"Install",5,"CB.Class 2",2,"SP.Class 2","creditCard",0,7,0,"No","No"
"3566",555980,"Female",41,"40s",2394000,279300,"Install",5,"CB.Class 2",2,"SP.Class 2","creditCard",0,7,0,"No","No"
"3567",555976,"Female",69,"60s",2994000,349300,"Install",6,"CB.Class 2",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"3568",555966,"Female",41,"40s",2274000,227400,"Install",3,"CB.Class 1",1,"SP.Class 1","creditCard",0,6,0,"No","No"
"3570",556101,"Female",50,"50s",1674000,195300,"Install",5,"CB.Class 2",2,"SP.Class 2","creditCard",0,7,0,"No","No"
"3571",555939,"Female",50,"50s",2454000,245400,"Install",5,"CB.Class 2",2,"SP.Class 2","creditCard",0,6,0,"No","No"
"3572",556093,"Male",60,"60s",1974000,230300,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"3573",555882,"Male",60,"60s",1674000,195300,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"3575",556135,"Male",39,"30s",2574000,300300,"Install",4,"CB.Class 2",3,"SP.Class 2","CMS",0,7,0,"No","No"
"3576",555865,"Male",39,"30s",2514000,293300,"Install",4,"CB.Class 2",3,"SP.Class 2","CMS",0,7,0,"No","No"
"3577",556113,"Male",53,"50s",1674000,195300,"Install",7,"CB.Class 2",4,"SP.Class 2","creditCard",0,7,0,"No","No"
"3578",555861,"Male",53,"50s",2994000,349300,"Install",7,"CB.Class 2",4,"SP.Class 2","creditCard",0,7,0,"No","No"
"3580",555837,"Male",47,"40s",2994000,349300,"Install",5,"CB.Class 2",3,"SP.Class 2","creditCard",0,7,0,"No","No"
"3581",555835,"Male",47,"40s",1674000,195300,"Install",5,"CB.Class 2",3,"SP.Class 2","creditCard",0,7,0,"No","No"
"3582",559536,"Female",61,"60s",2994000,299400,"Install",4,"CB.Class 2",1,"SP.Class 1","creditCard",0,6,0,"No","No"
"3583",555808,"Male",57,"50s",2214000,221400,"Install",2,"CB.Class 1",1,"SP.Class 1","creditCard",0,6,0,"No","No"
"3584",555795,"Female",48,"40s",2274000,265300,"Install",6,"CB.Class 2",3,"SP.Class 2","creditCard",0,7,0,"No","No"
"3585",555771,"Female",48,"40s",1674000,195300,"Install",6,"CB.Class 2",3,"SP.Class 2","creditCard",0,7,0,"No","No"
"3586",555756,"Female",47,"40s",2394000,279300,"Install",6,"CB.Class 2",3,"SP.Class 2","CMS",0,7,0,"No","No"
"3587",555739,"Male",38,"30s",4134000,482300,"Install",4,"CB.Class 2",2,"SP.Class 2","creditCard",0,7,0,"No","No"
"3588",555826,"Female",43,"40s",2154000,215400,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,6,0,"No","No"
"3589",555736,"Female",43,"40s",2394000,279300,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"3590",555823,"Female",39,"30s",2274000,265300,"Install",3,"CB.Class 1",2,"SP.Class 2","creditCard",0,7,0,"No","No"
"3591",555719,"Female",39,"30s",1674000,195300,"Install",3,"CB.Class 1",2,"SP.Class 2","creditCard",0,7,0,"No","No"
"3593",555813,"Female",44,"40s",2574000,300300,"Install",5,"CB.Class 2",2,"SP.Class 2","creditCard",0,7,0,"No","No"
"3594",555687,"Female",44,"40s",2994000,349300,"Install",5,"CB.Class 2",2,"SP.Class 2","creditCard",0,7,0,"No","No"
"3595",555832,"Male",51,"50s",2274000,265300,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"3596",555681,"Male",51,"50s",1674000,195300,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"3597",555812,"Female",57,"50s",2514000,251400,"Install",5,"CB.Class 2",1,"SP.Class 1","creditCard",0,6,0,"No","No"
"3598",555675,"Female",57,"50s",2574000,257400,"Install",5,"CB.Class 2",1,"SP.Class 1","creditCard",0,6,0,"No","No"
"3600",555816,"Female",60,"60s",2154000,215400,"Install",7,"CB.Class 2",3,"SP.Class 2","creditCard",0,6,0,"No","No"
"3601",555668,"Female",60,"60s",2394000,279300,"Install",7,"CB.Class 2",3,"SP.Class 2","creditCard",0,7,0,"No","No"
"3602",555656,"Female",42,"40s",3534000,412300,"Install",4,"CB.Class 2",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"3603",555648,"Female",49,"40s",2994000,349300,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"3604",558576,"Female",51,"50s",1854000,216300,"Install",4,"CB.Class 2",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"3605",555561,"Female",51,"50s",2994000,349300,"Install",4,"CB.Class 2",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"3606",555800,"Female",35,"30s",2274000,265300,"Install",5,"CB.Class 2",1,"SP.Class 1","CMS",0,7,0,"No","No"
"3607",555551,"Female",35,"30s",1674000,195300,"Install",5,"CB.Class 2",1,"SP.Class 1","CMS",0,7,0,"No","No"
"3608",555840,"Female",54,"50s",2394000,279300,"Install",6,"CB.Class 2",2,"SP.Class 2","creditCard",0,7,0,"No","No"
"3609",555539,"Female",54,"50s",4074000,475300,"Install",6,"CB.Class 2",2,"SP.Class 2","creditCard",0,7,0,"No","No"
"3611",556434,"Male",39,"30s",2274000,265300,"Install",4,"CB.Class 2",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"3612",555484,"Male",39,"30s",1674000,195300,"Install",4,"CB.Class 2",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"3613",555457,"Male",44,"40s",4134000,482300,"Install",5,"CB.Class 2",3,"SP.Class 2","creditCard",0,7,0,"No","No"
"3614",556439,"Female",47,"40s",4074000,475300,"Install",4,"CB.Class 2",3,"SP.Class 2","CMS",1,7,0,"No","Yes"
"3615",555452,"Female",47,"40s",3114000,363300,"Install",4,"CB.Class 2",3,"SP.Class 2","CMS",0,7,0,"No","No"
"3616",555449,"Female",58,"50s",3414000,398300,"Install",6,"CB.Class 2",3,"SP.Class 2","creditCard",0,7,0,"No","No"
"3618",555386,"Male",60,"60s",2154000,215400,"Install",4,"CB.Class 2",3,"SP.Class 2","creditCard",0,6,0,"No","No"
"3619",556140,"Male",50,"50s",2454000,286300,"Install",5,"CB.Class 2",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"3620",555380,"Male",50,"50s",1674000,195300,"Install",5,"CB.Class 2",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"3622",556110,"Female",68,"60s",2574000,257400,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,6,0,"No","No"
"3623",555341,"Female",68,"60s",2994000,299400,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,6,0,"No","No"
"3624",558102,"Female",48,"40s",2634000,307300,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",1,7,0,"No","Yes"
"3625",555337,"Female",48,"40s",2994000,349300,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"3626",555802,"Female",54,"50s",2394000,279300,"Install",5,"CB.Class 2",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"3627",555333,"Female",54,"50s",1674000,195300,"Install",5,"CB.Class 2",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"3630",555276,"Female",45,"40s",4794000,479400,"Install",5,"CB.Class 2",2,"SP.Class 2","creditCard",0,6,0,"No","No"
"3631",555259,"Female",55,"50s",4134000,482300,"Install",5,"CB.Class 2",3,"SP.Class 2","creditCard",0,7,0,"No","No"
"3632",555243,"Female",44,"40s",2214000,221400,"Install",2,"CB.Class 1",3,"SP.Class 2","creditCard",0,6,0,"No","No"
"3634",555836,"Female",43,"40s",2574000,257400,"Install",7,"CB.Class 2",4,"SP.Class 2","creditCard",0,6,0,"No","No"
"3635",555231,"Female",43,"40s",2514000,251400,"Install",7,"CB.Class 2",4,"SP.Class 2","creditCard",0,6,0,"No","No"
"3637",555794,"Female",38,"30s",2994000,349300,"Install",3,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"3638",555214,"Female",38,"30s",3414000,398300,"Install",3,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"3639",555213,"Female",57,"50s",2994000,349300,"Install",5,"CB.Class 2",2,"SP.Class 2","CMS",0,7,0,"No","No"
"3640",558611,"Female",41,"40s",4194000,419400,"Install",6,"CB.Class 2",2,"SP.Class 2","CMS",0,6,0,"No","No"
"3641",555180,"Male",55,"50s",3414000,341400,"Install",2,"CB.Class 1",1,"SP.Class 1","creditCard",0,6,0,"No","No"
"3643",556115,"Female",53,"50s",2274000,227400,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,6,0,"No","No"
"3644",555176,"Female",53,"50s",1674000,167400,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,6,0,"No","No"
"3645",555789,"Female",51,"50s",2994000,349300,"Install",6,"CB.Class 2",4,"SP.Class 2","creditCard",0,7,0,"No","No"
"3646",555118,"Female",51,"50s",3414000,398300,"Install",6,"CB.Class 2",4,"SP.Class 2","creditCard",0,7,0,"No","No"
"3647",555115,"Male",69,"60s",2394000,279300,"Install",6,"CB.Class 2",2,"SP.Class 2","CMS",0,7,0,"No","No"
"3648",555099,"Female",62,"60s",2154000,215400,"Install",7,"CB.Class 2",2,"SP.Class 2","CMS",1,6,0,"No","Yes"
"3650",555787,"Male",59,"50s",1674000,195300,"Install",2,"CB.Class 1",2,"SP.Class 2","creditCard",0,7,0,"No","No"
"3651",555095,"Male",59,"50s",2274000,265300,"Install",2,"CB.Class 1",2,"SP.Class 2","creditCard",0,7,0,"No","No"
"3652",555803,"Male",44,"40s",2094000,244300,"Install",3,"CB.Class 1",2,"SP.Class 2","creditCard",0,7,0,"No","No"
"3653",555081,"Male",44,"40s",2154000,251300,"Install",3,"CB.Class 1",2,"SP.Class 2","creditCard",0,7,0,"No","No"
"3655",556099,"Male",48,"40s",2514000,251400,"Install",2,"CB.Class 1",2,"SP.Class 2","creditCard",0,6,0,"No","No"
"3657",555818,"Female",48,"40s",1674000,195300,"Install",3,"CB.Class 1",3,"SP.Class 2","creditCard",0,7,0,"No","No"
"3658",555062,"Female",48,"40s",2994000,349300,"Install",3,"CB.Class 1",3,"SP.Class 2","creditCard",0,7,0,"No","No"
"3660",555790,"Female",34,"30s",2094000,244300,"Install",3,"CB.Class 1",2,"SP.Class 2","creditCard",0,7,0,"No","No"
"3661",555040,"Female",34,"30s",2154000,215400,"Install",3,"CB.Class 1",2,"SP.Class 2","creditCard",0,6,0,"No","No"
"3662",555036,"Female",53,"50s",1674000,195300,"Install",3,"CB.Class 1",2,"SP.Class 2","creditCard",0,7,0,"No","No"
"3663",555029,"Female",51,"50s",2154000,0,"Install",6,"CB.Class 2",3,"SP.Class 2","creditCard",0,6,6,"Yes","No"
"3665",555018,"Female",58,"50s",2574000,300300,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"3666",555017,"Female",58,"50s",2514000,293300,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"3667",555008,"Female",47,"40s",2274000,265300,"Install",5,"CB.Class 2",3,"SP.Class 2","creditCard",0,7,0,"No","No"
"3668",555007,"Female",47,"40s",1674000,195300,"Install",5,"CB.Class 2",3,"SP.Class 2","creditCard",0,7,0,"No","No"
"3670",555000,"Female",51,"50s",2574000,257400,"Install",2,"CB.Class 1",1,"SP.Class 1","creditCard",0,6,0,"No","No"
"3671",554999,"Female",51,"50s",2514000,251400,"Install",2,"CB.Class 1",1,"SP.Class 1","creditCard",0,6,0,"No","No"
"3672",554998,"Female",59,"50s",2994000,349300,"Install",6,"CB.Class 2",3,"SP.Class 2","CMS",0,7,0,"No","No"
"3675",554975,"Male",43,"40s",3534000,412300,"Install",5,"CB.Class 2",2,"SP.Class 2","creditCard",0,7,0,"No","No"
"3676",554972,"Female",43,"40s",1674000,195300,"Install",5,"CB.Class 2",2,"SP.Class 2","creditCard",0,7,0,"No","No"
"3677",558032,"Female",56,"50s",3414000,341400,"Install",7,"CB.Class 2",3,"SP.Class 2","CMS",1,6,0,"No","Yes"
"3678",554976,"Female",36,"30s",2514000,293300,"Install",2,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"3679",554969,"Female",36,"30s",2574000,300300,"Install",2,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"3680",554970,"Male",47,"40s",2574000,300300,"Install",3,"CB.Class 1",2,"SP.Class 2","creditCard",0,7,0,"No","No"
"3681",554967,"Male",47,"40s",1674000,195300,"Install",3,"CB.Class 1",2,"SP.Class 2","creditCard",0,7,0,"No","No"
"3682",554940,"Male",33,"30s",2154000,0,"Install",5,"CB.Class 2",2,"SP.Class 2","creditCard",0,6,6,"Yes","No"
"3683",554930,"Female",69,"60s",2394000,279300,"Install",5,"CB.Class 2",4,"SP.Class 2","CMS",0,7,0,"No","No"
"3686",554915,"Female",57,"50s",2394000,279300,"Install",5,"CB.Class 2",4,"SP.Class 2","CMS",0,7,0,"No","No"
"3687",554903,"Female",65,"60s",2394000,279300,"Install",3,"CB.Class 1",1,"SP.Class 1","CMS",0,7,0,"No","No"
"3688",554902,"Female",65,"60s",2154000,215400,"Install",3,"CB.Class 1",1,"SP.Class 1","CMS",0,6,0,"No","No"
"3689",561235,"Female",40,"40s",2274000,227400,"Install",4,"CB.Class 2",2,"SP.Class 2","CMS",1,6,0,"No","Yes"
"3691",554811,"Female",40,"40s",2994000,299400,"Install",4,"CB.Class 2",1,"SP.Class 1","CMS",0,6,0,"No","No"
"3693",556137,"Female",50,"50s",2394000,239400,"Install",6,"CB.Class 2",3,"SP.Class 2","CMS",0,6,0,"No","No"
"3694",554790,"Female",50,"50s",2454000,286300,"Install",6,"CB.Class 2",3,"SP.Class 2","CMS",0,7,0,"No","No"
"3695",554747,"Male",52,"50s",1674000,195300,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"3696",554924,"Male",43,"40s",2394000,279300,"Install",3,"CB.Class 1",2,"SP.Class 2","creditCard",0,7,0,"No","No"
"3697",554735,"Male",43,"40s",2514000,293300,"Install",3,"CB.Class 1",2,"SP.Class 2","creditCard",0,7,0,"No","No"
"3698",554900,"Female",40,"40s",2094000,244300,"Install",7,"CB.Class 2",3,"SP.Class 2","creditCard",0,7,0,"No","No"
"3699",554727,"Female",40,"40s",2154000,215400,"Install",7,"CB.Class 2",3,"SP.Class 2","creditCard",0,6,0,"No","No"
"3701",554820,"Female",67,"60s",3114000,363300,"Install",4,"CB.Class 2",3,"SP.Class 2","CMS",0,7,0,"No","No"
"3702",554720,"Female",67,"60s",2394000,279300,"Install",4,"CB.Class 2",3,"SP.Class 2","CMS",0,7,0,"No","No"
"3703",554931,"Female",53,"50s",2094000,244300,"Install",6,"CB.Class 2",3,"SP.Class 2","creditCard",0,7,0,"No","No"
"3704",554694,"Female",53,"50s",2334000,272300,"Install",6,"CB.Class 2",3,"SP.Class 2","creditCard",0,7,0,"No","No"
"3706",554882,"Female",45,"40s",2154000,215400,"Install",4,"CB.Class 2",3,"SP.Class 2","creditCard",0,6,0,"No","No"
"3707",554691,"Female",45,"40s",2634000,263400,"Install",4,"CB.Class 2",3,"SP.Class 2","creditCard",0,6,0,"No","No"
"3709",554819,"Male",50,"50s",1674000,195300,"Install",3,"CB.Class 1",4,"SP.Class 2","creditCard",0,7,0,"No","No"
"3710",554659,"Male",50,"50s",2154000,251300,"Install",3,"CB.Class 1",4,"SP.Class 2","creditCard",0,7,0,"No","No"
"3711",558618,"Female",45,"40s",1794000,179400,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,6,0,"No","No"
"3712",554658,"Female",45,"40s",2154000,215400,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,6,0,"No","No"
"3714",554909,"Female",43,"40s",2154000,215400,"Install",5,"CB.Class 2",3,"SP.Class 2","creditCard",0,6,0,"No","No"
"3715",554638,"Female",43,"40s",2994000,349300,"Install",5,"CB.Class 2",3,"SP.Class 2","creditCard",0,7,0,"No","No"
"3717",554870,"Female",52,"50s",2154000,251300,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"3718",554591,"Female",52,"50s",2994000,349300,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"3720",554818,"Male",52,"50s",2154000,251300,"Install",6,"CB.Class 2",3,"SP.Class 2","creditCard",0,7,0,"No","No"
"3721",554589,"Male",52,"50s",2994000,349300,"Install",6,"CB.Class 2",3,"SP.Class 2","creditCard",0,7,0,"No","No"
"3722",554569,"Female",52,"50s",1854000,216300,"Install",4,"CB.Class 2",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"3724",554888,"Male",41,"40s",2514000,83800,"Install",7,"CB.Class 2",4,"SP.Class 2","CMS",0,7,5,"Yes","No"
"3725",554554,"Male",41,"40s",2154000,71800,"Install",7,"CB.Class 2",4,"SP.Class 2","CMS",0,7,5,"Yes","No"
"3726",554535,"Female",52,"50s",2394000,279300,"Install",2,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"3728",554853,"Female",49,"40s",1674000,195300,"Install",2,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"3729",554523,"Female",49,"40s",2154000,215400,"Install",2,"CB.Class 1",1,"SP.Class 1","creditCard",0,6,0,"No","No"
"3730",554501,"Female",50,"50s",4074000,475300,"Install",6,"CB.Class 2",3,"SP.Class 2","CMS",0,7,0,"No","No"
"3732",554857,"Female",47,"40s",2574000,171600,"Install",4,"CB.Class 2",2,"SP.Class 2","creditCard",0,7,3,"Yes","No"
"3733",554478,"Female",47,"40s",2514000,167600,"Install",4,"CB.Class 2",2,"SP.Class 2","creditCard",0,7,3,"Yes","No"
"3734",554445,"Female",42,"40s",1674000,195300,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"3735",554419,"Female",36,"30s",2994000,349300,"Install",2,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"3736",554944,"Female",36,"30s",2514000,293300,"Install",2,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"3737",554380,"Female",36,"30s",2574000,300300,"Install",2,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"3739",554844,"Female",49,"40s",2994000,349300,"Install",3,"CB.Class 1",2,"SP.Class 2","creditCard",0,7,0,"No","No"
